danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.849,0.549,9,-7.44,1,0.262,0.42,0.0,0.193,0.496,140.029,2a0u6wN15zIfSzgfhbsjd1,208653,4
0.59,0.824,1,-6.449,1,0.0509,0.00517,0.0,0.121,0.471,124.032,04EVzCgLNbs4ivZ1rzc56K,217116,4
0.642,0.881,11,-3.537,1,0.0393,0.209,0.0,0.21,0.913,138.03,38zwkK6TtTjIW9tpYBfZ3D,222045,4
0.897,0.929,1,-4.778,1,0.12,0.0608,0.0221,0.348,0.947,124.057,7lhZb7Mc2QCXtetUjVljjl,181656,4
0.806,0.519,5,-9.175,0,0.117,0.0723,0.0,0.0722,0.591,100.075,5TU8eIPFfQ7uUeOITnxxpb,185125,4
0.855,0.693,0,-4.885,0,0.181,0.259,0.0,0.199,0.744,105.023,2SycJNhq64Bly7912T3smN,221002,4
0.825,0.764,1,-6.699,0,0.0396,0.0282,3.89e-06,0.29,0.347,126.989,7uTXBaWobakjvQvQxTD6TF,234331,4
0.57,0.713,11,-5.374,1,0.0518,0.755,0.0,0.0897,0.458,89.064,5iVMvLDFM5UBqq2h1ouHoe,174667,4
0.708,0.651,6,-7.406,0,0.07,0.313,0.0,0.101,0.405,130.951,5S8PdUbfh7fRJ1AD0AGHgS,194198,4
0.59,0.631,10,-4.701,0,0.471,0.0413,0.0006,0.0471,0.413,66.633,0AIf0gC8O7JAaTbR59yRsu,189108,3
0.444,0.479,5,-5.586,1,0.0436,0.454,0.0,0.095,0.315,89.892,0mJTAdmY8olbGQjopDYff3,196044,4
0.725,0.454,7,-8.566,0,0.0574,0.76,0.0013,0.12,0.306,99.087,2KTw4vRM6mdBzMlVkInvSS,237879,4
0.624,0.621,2,-5.721,1,0.0456,0.323,1.48e-05,0.14,0.328,93.055,0xEaVqAEKMgdxza2tkOeFB,170922,4
0.671,0.763,4,-4.806,1,0.0818,0.00607,0.000302,0.0584,0.476,116.953,5tZWtGT65sMrDVPB5H444n,211843,4
0.822,0.816,1,-8.598,1,0.149,0.0792,2.22e-05,0.332,0.824,83.987,1fFIknTF8kfYEHNqcs46Yv,139900,4
0.593,0.541,10,-6.715,1,0.0416,0.747,0.0,0.106,0.367,125.912,4cuqxTgaj2Bzrlti3s6MDZ,240000,4
0.701,0.731,5,-5.721,0,0.277,0.645,0.0,0.116,0.433,184.782,5gNZjp6r2TfC3uh9iopWxt,187399,3
0.63,0.945,3,-2.354,1,0.0487,0.0282,0.0,0.252,0.715,109.092,2OCtw3vaD0urZuYOeuNw4V,187480,4
0.761,0.848,4,-4.265,1,0.0371,0.524,0.0,0.794,0.92,121.788,0aUGXSCmdJz9I9kdY9e9kk,149051,4
0.407,0.557,6,-8.697,0,0.195,0.224,0.0,0.23,0.154,88.232,5y630sZ2rHH1O5kHsGLLVm,202103,4
0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,4L9Ds4mpD3SuYoWwFUlv16,185200,4
0.621,0.653,7,-4.573,1,0.0523,0.0152,0.0,0.427,0.345,117.129,6u8epWzzk3CsJ05sqExF6T,193856,4
0.617,0.661,4,-6.338,1,0.0311,0.504,0.0,0.231,0.551,110.999,1zAFaIAd1kek5IEi5AwPvL,243667,4
0.636,0.159,11,-13.117,1,0.0549,0.892,0.0,0.112,0.658,119.766,3OpGUlDmRUXh0NkIYWoIlD,168493,5
0.699,0.592,6,-8.298,1,0.262,0.273,0.0,0.202,0.589,94.933,6brl7bwOHmGFkNw3MBqssT,207187,4
0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,7KXjTSCq5nL1LoYtL7XAwS,177000,4
0.708,0.604,7,-8.477,0,0.0489,0.279,0.0,0.14,0.463,140.092,6uMdn1ovj2ZRHGMbiTQAvy,220071,4
0.806,0.727,8,-5.592,0,0.0875,0.0296,1.36e-06,0.13,0.713,144.999,2Gioh12sRWq3iM23hbcPxU,188000,4
0.617,0.724,5,-7.561,1,0.0463,0.397,9.42e-06,0.192,0.538,129.905,5iJLphnVyGpLeAcsOZSfhw,226377,4
0.715,0.605,0,-5.128,0,0.0428,0.239,1.41e-05,0.189,0.454,122.956,72gv4zhNvRVdQA0eOenCal,212733,4
0.476,0.263,9,-9.166,0,0.0282,0.659,1.38e-05,0.135,0.183,139.813,5AKbyqDRAm2A7mDlSx5aBi,285387,4
0.853,0.648,3,-6.847,0,0.0587,0.3,0.0,0.152,0.811,92.989,2wCryMnE1OjDMXDIbPFWIR,199037,4
0.912,0.774,2,-5.495,1,0.239,0.36,0.0,0.105,0.813,119.988,63iW8lA2sI5dHz6pQg1qH1,411197,4
0.708,0.664,11,-7.002,0,0.0347,0.0668,0.0,0.16,0.686,116.016,5kIT2DgxvQy8N0vbyws0Cm,236813,4
0.876,0.707,0,-6.209,0,0.0637,0.0377,0.000149,0.118,0.375,100.028,7CwcxScnNX2jGWntjz9p2K,136875,4
0.682,0.693,0,-4.657,0,0.0282,0.257,0.0,0.23,0.791,125.008,1yGMK0kzqSJUnVZ0hoJQSp,220530,4
0.768,0.76,7,-3.729,1,0.105,0.763,0.0,0.141,0.736,90.0,3Pe36EsFqHzcy1BQxWWRpC,174000,4
0.743,0.656,1,-6.153,1,0.458,0.0407,0.0,0.267,0.827,122.307,76OIEsiXVKhoaVLQZifKjF,118046,4
0.747,0.669,3,-5.956,1,0.306,0.231,0.0,0.106,0.755,89.575,5RVjk9aH22Z9Mwg2ZaOPNT,170993,4
0.693,0.575,9,-6.998,1,0.0801,0.374,0.0,0.252,0.492,117.999,14sOS5L36385FJ3OL8hew4,211362,4
0.701,0.623,2,-5.271,1,0.0493,0.00804,0.013,0.498,0.471,158.891,3Rmv3h4ovgt9xVgWOfMlLx,136118,4
0.576,0.852,11,-4.296,1,0.33,0.231,0.0,0.19,0.686,189.942,62JeCyqACT5xPgdNiRnWC2,220000,4
0.899,0.534,3,-8.823,0,0.121,0.59,0.000526,0.11,0.387,90.03,22WFBBx0Lfa6TEDgbstwnP,170667,4
0.707,0.72,11,-5.61,1,0.151,0.595,0.0,0.0767,0.905,99.987,5kHLmBd3GTMIFhWdD3berA,219500,4
0.72,0.773,5,-9.974,0,0.182,0.647,0.000125,0.261,0.676,170.114,40Fr7DB1j6RB2DqygQI4LI,207747,4
0.662,0.331,6,-8.35,1,0.0407,0.869,0.0,0.114,0.432,113.779,2QJcrJNa4KGxQ6bw0MH3Zx,202447,3
0.791,0.785,1,-4.214,0,0.0445,0.0818,1.45e-06,0.143,0.643,120.025,6kpOQJOBX0TjGkJk7oX7Pw,203000,4
0.822,0.618,0,-5.882,1,0.27,0.0599,0.0,0.612,0.802,147.028,16fZpc0Md2q1SGu8FMTo6x,225510,4
0.713,0.8,2,-5.917,1,0.0299,0.594,0.0,0.0639,0.862,123.082,1hEeUXyPCifIAlrSV8mT0E,307493,4
0.419,0.259,7,-14.836,1,0.0359,0.459,0.0,0.711,0.294,126.891,3D0VPp6nCN9dsyUjFv2BvP,251633,4
0.616,0.863,6,-2.83,1,0.268,0.153,0.0,0.236,0.815,171.958,6ydubKY1r75XKuQheIQB8f,154427,4
0.897,0.631,0,-5.847,1,0.0779,0.00266,0.0,0.184,0.364,98.985,0e3Eh5SmHCXDs7ee0lHpc2,198140,4
0.957,0.664,9,-10.458,0,0.283,0.295,2.41e-06,0.217,0.805,126.986,2Zu0RM1e8qBQDfVIm072ki,160630,4
0.797,0.493,11,-7.046,1,0.318,0.184,0.0,0.166,0.327,90.843,0OCWVpJpynKvCCm5fka033,270973,4
0.684,0.487,8,-7.132,0,0.321,0.706,0.0,0.113,0.476,108.31,4CYckYu4eMeDfdItZcsObI,189398,4
0.736,0.429,7,-12.305,0,0.237,0.217,0.447,0.765,0.435,89.927,5WWdbmmpIAmXkKHVaNeu5K,134740,4
0.677,0.714,11,-5.637,1,0.0287,0.162,0.0,0.0717,0.355,94.956,6G0FACzGN80Dj2v4ass5rq,136568,4
0.723,0.48,11,-4.1,0,0.0326,0.557,0.0,0.0705,0.909,144.533,0IQJvfyAOwKrcDxZgyLTny,155803,3
0.9,0.484,1,-9.963,0,0.25,0.464,2.15e-05,0.111,0.545,104.016,3uwDraKGHefaYqUG6cB8QD,188654,4
0.764,0.9,2,-3.906,1,0.266,0.122,0.0,0.217,0.859,149.925,0Lt2O1YTuMvTXRrbp7JhlF,170933,4
0.648,0.711,4,-6.216,1,0.0304,0.436,0.0,0.121,0.33,119.935,5QtQFSdyZEl0w4iDxAyv76,322250,4
0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,6Qs4SXO9dwPj5GKvVOv8Ki,171030,4
0.57,0.422,1,-7.561,0,0.0422,0.372,0.0,0.127,0.169,113.007,48XfojJC87VKLlUotYV0Gm,242293,4
0.641,0.932,5,-1.828,1,0.122,0.238,2.41e-06,0.0772,0.782,149.872,2pfu1oCILxjP2ijdX6PDuJ,236027,4
0.94,0.499,8,-10.123,1,0.0825,0.535,0.000119,0.0889,0.537,109.962,3PLARiBoxCpJFUMZhvV63x,297933,4
0.588,0.596,8,-6.44,1,0.0772,0.54,0.0,0.174,0.254,140.129,65sEIdBT16fziZvjhckFpq,165760,4
0.919,0.622,1,-7.384,1,0.0997,0.228,4.24e-06,0.122,0.424,140.022,59ywHNwwchG4nZJMLyxSzd,205803,4
0.875,0.738,7,-6.172,1,0.175,0.0215,0.023,0.112,0.21,104.953,70zRDnEkOhVb51fZA13khd,141587,4
0.744,0.866,11,-5.178,1,0.174,0.052,2.2e-05,0.0574,0.791,104.042,4WJj8NsyCm3YAADCOe0hrf,207550,4
0.755,0.648,10,-5.378,1,0.0605,0.112,0.0212,0.18,0.722,90.062,5mzp5B1FA5e4fsvnkqyvm1,185346,4
0.846,0.467,2,-7.178,1,0.174,0.12,7.6e-05,0.0902,0.367,129.008,4f5yHCv21vkIMRjmlmxaxk,192307,4
0.505,0.791,8,-3.729,1,0.0308,0.0839,0.0,0.187,0.425,169.964,7iXHLtPosbHvglVSJ4rxLq,236253,4
0.553,0.964,0,-6.71,1,0.0568,0.00221,0.0176,0.06,0.53,133.935,6b92k4GHKTAufMGY56ypJZ,220177,4
0.425,0.916,8,-2.909,1,0.118,0.113,0.000398,0.108,0.659,199.694,1mWN1USPKg632qQXG9sfDL,235867,4
0.751,0.733,7,-6.801,1,0.132,0.246,1.19e-05,0.104,0.467,106.033,6dEZE7jPjL8SnOAGI8G7by,224841,4
0.669,0.71,11,-10.104,0,0.409,0.423,0.0,0.0956,0.866,154.062,5xkngHLGRaLjLp2bKbvSTu,226539,4
0.73,0.763,11,-8.318,0,0.0812,0.0797,3.05e-05,0.727,0.629,128.029,1pxu4iQzkieDnLTbF4B7hN,226105,4
0.421,0.653,9,-4.85,0,0.398,0.0135,0.0,0.114,0.733,78.6,2QrXzOqLCVDRZHkToA0tSR,175424,4
0.581,0.717,5,-5.325,0,0.026,0.217,5.06e-05,0.307,0.584,95.027,4ajGA8mtD6R2JylEbRLp5n,229587,4
0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,7BKLCZ1jbUBVqRi2FVlTVw,244960,4
0.74,0.946,1,-5.938,1,0.0904,0.00767,0.00287,0.307,0.731,118.968,3evIraDfXcgkKN1OlbGBFs,190961,4
0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,1rqqCSm0Qe4I9rUvWncaom,190947,4
0.7,0.652,2,-9.327,1,0.0885,0.279,0.0,0.123,0.411,85.034,6cLWKCBNawunqBHmyzdG7v,234950,4
0.542,0.581,9,-5.687,1,0.159,0.701,1.02e-06,0.0741,0.0857,108.909,1hxE8xAp7CrBsdpiRpiWFy,213464,4
0.808,0.574,7,-8.527,1,0.335,0.309,0.0,0.18,0.632,141.013,0SErNy2An0gCpYFRUNWwNT,166613,4
0.626,0.743,8,-6.031,1,0.346,0.689,0.0,0.208,0.506,142.308,3WzINtpiKu6mwJu8ax7EdC,327400,4
0.76,0.773,9,-5.314,1,0.0675,0.176,0.0,0.1,0.895,102.789,7DhYjNLksXZhbRQeheAums,266160,4
0.59,0.857,10,-1.986,0,0.0553,0.289,4.21e-06,0.0414,0.976,135.29,6bLvfGI2XeU5DTl8feuNrk,227396,3
0.465,0.696,1,-4.517,0,0.0294,0.103,0.0,0.104,0.447,187.976,03INrUW4VCJpDXKQzNEaKS,272040,4
0.757,0.806,1,-4.279,0,0.0552,0.153,0.0,0.479,0.823,99.011,2WiqfmzslYA7fMbQPloHLY,216599,4
0.771,0.661,7,-5.715,0,0.3,0.727,6.47e-05,0.15,0.217,109.988,6SsXWxlT0AA33EFXap4OJG,240000,4
0.731,0.592,6,-4.017,0,0.0992,0.277,1.1e-06,0.108,0.757,169.874,65mhesg9E1dT45P5DYX4wV,173993,4
0.616,0.728,9,-4.121,1,0.0379,0.0901,0.0,0.139,0.296,100.369,49P4H6SJkVu2pkuZnuUDk4,278307,3
0.875,0.858,4,-3.886,1,0.0496,0.081,1.27e-06,0.381,0.7,121.978,4otVP2TcJliXWq2GjkvWkR,187797,4
0.531,0.931,7,-3.906,1,0.0694,0.0326,0.0,0.308,0.563,198.939,3v9OYjvyB1tJ9sMrZIlfcz,196011,4
0.671,0.885,0,-5.489,1,0.0316,0.0246,0.0,0.0731,0.833,105.013,1e5FoGQLzOZYbXr4cF7LTJ,179286,4
0.892,0.695,9,-9.277,1,0.217,0.625,0.000889,0.0759,0.596,138.92,6OKINTrQDe7CtzuW8RFdqd,200288,4
0.816,0.56,10,-7.602,0,0.178,0.369,0.0,0.474,0.632,139.022,0kF9dFTuO9G2IpcDcPMKxQ,279947,4
0.816,0.978,1,-5.173,1,0.042,0.143,0.0,0.213,0.972,128.021,2SNZVqgDiiuOUe2qPOW1m1,207155,4
0.653,0.587,2,-7.01,1,0.0369,0.509,0.0,0.354,0.366,88.055,0GTCONVjK4xrB0ZPT1CCNz,245500,4
0.758,0.602,6,-10.318,0,0.158,0.444,0.0,0.0951,0.326,100.027,76Ed6NIq5ZxpUKtPsg4DBe,129626,4
0.764,0.82,0,-8.372,1,0.294,0.333,0.000685,0.402,0.489,122.017,36K4JkkYULpfhYuuemxJMp,188012,4
0.779,0.42,0,-8.396,1,0.221,0.665,0.0,0.0862,0.688,105.076,2v00WuRHH1WdnXxlHnyURi,175898,4
0.738,0.78,6,-6.677,1,0.0345,0.324,2.51e-06,0.0989,0.779,139.914,5b195aHKKd6oTr4f7DoRCo,208023,4
0.701,0.532,11,-8.189,1,0.188,0.0932,4.74e-06,0.0879,0.417,140.056,55NyZf6p3hU2Q9FSX1v43V,202286,4
0.721,0.748,5,-8.564,0,0.132,0.0218,0.0,0.0707,0.625,170.054,7w8XcjYxuykXdg9PTDTjBR,173000,4
0.669,0.797,9,-5.68,0,0.0624,0.259,0.0,0.199,0.552,119.865,4YhN72dRYL2Z3MsaKyT7rS,185943,4
0.806,0.649,7,-6.999,0,0.0619,0.0337,0.0,0.13,0.367,113.014,7AJflREyNWWfSOo1GOQxvj,198853,4
0.682,0.776,0,-4.142,1,0.0285,0.0106,0.0,0.126,0.29,110.024,4yaocgESiM55W0q8I8545J,228375,4
0.756,0.648,0,-5.287,1,0.0731,0.118,0.0,0.515,0.657,80.979,2ZDpSQfBdgkooeXw6oj3Uz,166146,4
0.368,0.587,6,-6.676,0,0.0378,0.309,0.0,0.149,0.391,143.687,6vuMdb0E8buJeSHArN3dXk,271023,4
0.734,0.686,1,-5.227,0,0.24,0.0201,0.000362,0.127,0.655,120.328,75YepABRsjjwo7YLU5QA0X,134083,4
0.667,0.673,0,-7.574,1,0.323,0.0641,4e-06,0.0975,0.669,144.256,3DKCTIiJ97bS9TGiqcABjo,201964,4
0.757,0.722,5,-5.397,0,0.101,0.244,0.0,0.118,0.473,90.948,2ekO98VdclK2zGYJYPixcv,195093,4
0.745,0.788,4,-7.957,1,0.216,0.12,7.3e-05,0.0558,0.787,139.281,6wCPsraE6p88IRcA1Tu4hz,206700,4
0.588,0.229,0,-14.273,0,0.0599,0.893,1.08e-06,0.263,0.374,127.129,0w7WGvqeKn7W12pwfHnifa,236500,4
0.851,0.865,1,-4.339,1,0.235,0.0109,0.00352,0.346,0.866,130.015,411fSfMfrNGxVsIGK3drHT,173642,4
0.627,0.594,7,-8.306,1,0.0478,0.253,0.0,0.373,0.389,101.008,5T03itPFOPGGkvVPvPiyla,197093,4
0.789,0.95,5,-3.604,0,0.0759,0.191,1.41e-05,0.0969,0.746,126.013,2m8P30Ly9Az1uGvFmhLTBI,174711,4
0.759,0.882,0,-5.198,0,0.0434,0.201,0.0,0.0973,0.808,113.995,7JEv9Hj3qJbFqcNqwsVMUh,189713,4
0.566,0.625,1,-5.311,1,0.0532,0.00819,1.45e-06,0.0633,0.205,85.063,46wULtWD6WHdbYNXk2KLMJ,207453,4
0.693,0.911,7,-4.769,0,0.0706,0.0228,0.0,0.233,0.804,134.055,4ttjtLeCx3rwltZR3w7gWV,222928,4
0.673,0.544,1,-7.408,1,0.383,0.226,0.0,0.163,0.678,87.767,0eE8GmJaD7SeEm0JyhKup1,177318,4
0.817,0.567,0,-6.304,0,0.163,0.0166,2.04e-06,0.51,0.378,129.987,0gzDHBoPRqm1iy8FU6pJaw,243958,4
0.689,0.794,4,-5.085,0,0.0872,0.206,0.0,0.581,0.627,99.985,6716bTJI7qiHJFFSR0Ethe,214387,4
0.393,0.319,6,-9.116,1,0.0303,0.972,2.94e-05,0.111,0.131,79.628,01beCqR9wsVnwzkAJZyTqq,220163,4
0.668,0.73,7,-6.573,1,0.0476,0.0434,0.0109,0.368,0.146,98.024,2zVNIG9cfMyFxt8XqJ64s4,210201,4
0.589,0.465,8,-8.416,1,0.0325,0.477,0.0,0.101,0.416,147.921,76WthWB0v0KXUHZoAclMVV,270000,4
0.688,0.819,8,-5.61,1,0.0633,0.112,0.0,0.237,0.631,114.952,295hepw2obbNmOfPOu56td,221433,4
0.715,0.598,0,-7.161,1,0.0544,0.209,1.05e-05,0.465,0.558,91.983,1OCWm66r2PwI8RsspEMfzD,202000,4
0.886,0.583,8,-6.639,0,0.149,0.194,0.0,0.0922,0.883,103.006,2odzriVVZBwYOiYJEj30tm,279757,4
0.713,0.832,10,-5.703,1,0.0825,0.0163,2.93e-05,0.391,0.521,122.026,5EGtKsNi2Ad53hfRhckhol,142748,4
0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,1KGi9sZVMeszgZOWivFpxs,214400,4
0.348,0.717,7,-7.106,0,0.143,0.0208,0.0,0.356,0.531,88.82,5wcPNdRpptulbKgLljGjMh,209667,4
0.654,0.76,3,-5.058,1,0.185,0.445,0.0,0.0548,0.413,144.098,0Wq6iAraiUpSbBSPmv4gLu,203750,4
0.644,0.887,9,-3.135,0,0.04,0.000524,1.06e-06,0.34,0.728,132.025,78clZqBsIqHJsC0y9GAoAd,221611,4
0.564,0.652,6,-4.856,0,0.0485,0.461,0.0,0.116,0.449,169.912,5xrZpr1va5sIWMb5ndfgQP,206265,4
0.72,0.6,10,-6.719,0,0.164,0.0674,0.00033,0.322,0.519,77.026,3BQYBT2CFxRCL0bqtS7OAW,191692,4
0.958,0.302,1,-14.452,1,0.422,0.0768,1.86e-05,0.0504,0.644,130.096,2avL2YLFl0GCuxhm4JoJit,174000,1
0.868,0.728,6,-3.338,0,0.11,0.0439,0.0,0.0975,0.616,112.006,5COO2JgOmHIJ2jsXFwflz8,217651,4
0.822,0.664,8,-7.704,0,0.225,0.366,3.74e-06,0.0949,0.35,125.02,0eA43imPmYEq6166XHM3UX,247680,4
0.673,0.687,6,-5.295,0,0.0623,0.269,0.0,0.181,0.524,96.964,2qfEcCkEo5NscA9GL7ER72,211040,4
0.724,0.668,6,-4.035,0,0.058,0.555,1.57e-06,0.194,0.427,135.046,6hUpxEKFSjS8metuA1yxlf,170667,4
0.675,0.972,1,-3.565,1,0.214,0.00784,0.00295,0.315,0.599,130.467,741i2EuMZ9JWXEVNEpus8e,89364,4
0.43,0.606,4,-5.115,0,0.0431,0.131,0.0,0.173,0.123,169.988,6SRWhUJcD2YKahCwHavz3X,211680,4
0.875,0.694,1,-4.258,1,0.173,0.17,0.0,0.243,0.4,97.52,1nxoEtsXmaog5Arp5eHJcq,184665,4
0.522,0.385,0,-7.355,1,0.0288,0.536,0.0,0.135,0.236,89.792,2RttW7RAu5nOAfq6YFvApB,207520,4
0.653,0.761,10,-5.097,1,0.0785,0.12,0.0,0.102,0.779,180.045,4AMNoX4gzC25M4I00poxI2,220044,4
0.817,0.699,10,-5.379,0,0.355,0.216,0.000112,0.115,0.664,101.101,4tw57jakL7TFEdZ4bUohP1,168751,4
0.619,0.509,6,-6.493,0,0.025,0.673,0.0,0.0931,0.256,107.996,249fiLJ8fFXYLL4NNjjgXT,235093,4
0.658,0.804,0,-5.735,1,0.0377,0.00463,0.0,0.178,0.508,120.047,1pfgsjmxVZhoZpeDx6POKv,205793,4
0.863,0.681,9,-2.801,1,0.0349,0.219,0.0,0.0827,0.963,117.976,3cdTfwai1PtCGOd9DIBMNU,240880,4
0.894,0.835,11,-6.388,0,0.158,0.0238,1.01e-06,0.747,0.386,125.017,4NHxMfeshLvqSb0yTQmfA4,177600,4
0.599,0.803,10,-6.695,1,0.0507,0.0224,0.0342,0.0909,0.392,143.013,6sjGsKuInpaK3uoaWGe22W,193360,4
0.61,0.492,8,-7.719,1,0.0325,0.617,6.05e-06,0.067,0.323,124.126,7B8gZQY2KaAP1Dn1fhDU67,241267,4
0.637,0.715,4,-4.778,0,0.0521,0.377,0.0,0.37,0.681,65.355,0amSYfkxz9Csn9DiTGGNcP,189957,5
0.747,0.834,3,-2.867,0,0.045,0.374,0.0,0.0586,0.687,128.005,4kWO6O1BUXcZmaxitpVUwp,215760,4
0.638,0.646,4,-4.615,1,0.0315,0.661,0.0,0.105,0.208,135.98,6vaDtpLtwuSY1H3KHWuRmB,203200,4
0.507,0.367,6,-7.213,1,0.0285,0.726,0.0,0.0765,0.362,84.026,5Seh4HfqT1mFnRJQswqz51,223547,4
0.746,0.498,6,-7.237,1,0.0368,0.297,0.0,0.112,0.691,125.949,2Xr33epIjw1fbwOhrng4Pd,155661,4
0.741,0.594,1,-5.949,1,0.0604,0.118,0.0206,0.14,0.348,84.493,6GIJ1H3QklpRlRVaMG2r7j,153373,4
0.427,0.409,5,-10.06,1,0.0306,0.716,0.0,0.0958,0.37,159.826,37gQxPrcu81gpr5SbOlIJO,283184,4
0.476,0.747,8,-6.302,1,0.0313,0.0704,7.2e-06,0.109,0.252,139.9,1gVMd7oYGo6Whlgg7pAa7M,235782,4
0.665,0.703,8,-3.885,1,0.07,0.128,0.0,0.115,0.257,97.968,1gZFRYcPz3wKevEaNYRwfW,230611,4
0.66,0.786,2,-4.757,1,0.17,0.209,0.0,0.112,0.846,177.833,4aWmUDTfIPGksMNLV2rQP2,228200,4
0.456,0.749,6,-4.844,0,0.0834,0.00463,0.0,0.192,0.253,137.958,4Bl3vhxLgSmTxbHTFR7eyd,203291,4
0.518,0.575,5,-10.454,0,0.0524,0.426,0.0,0.154,0.576,93.886,13Rf6RaZT13TW4xLQR3MQr,577819,4
0.674,0.635,10,-6.94,0,0.16,0.392,1.2e-05,0.139,0.311,116.855,5sjKHwPyWRwMoFg8Q8J1Ti,205473,4
0.689,0.929,7,-4.76,1,0.277,0.078,0.0,0.32,0.57,123.011,2U2N1Jky3VTWJkb5lRam16,155728,4
0.764,0.528,5,-4.082,0,0.0588,0.468,0.0,0.0811,0.422,123.936,4XiGKQqbmnMVxDzUj6j3f2,189253,5
0.904,0.546,10,-5.133,1,0.214,0.0199,0.0,0.25,0.232,99.853,1JY48zKQs16W0necdEl0M8,151844,4
0.722,0.772,11,-5.71,1,0.0458,0.154,0.0,0.337,0.687,102.009,14lgKkkbNsJl9fItqnEfpV,196471,4
0.884,0.518,7,-6.78,0,0.102,0.367,0.00226,0.104,0.183,125.011,4HkmUlLklTFzOIufppSf0e,188183,4
0.556,0.402,0,-5.178,1,0.0262,0.606,0.0,0.0979,0.483,81.954,2qKtQuFukH2d0m3FNROcqH,248627,4
0.868,0.69,3,-11.672,0,0.206,0.617,0.0521,0.127,0.407,103.996,2maukW7c19KIiNyw42Bfsm,160211,4
0.873,0.963,7,-1.376,1,0.104,0.172,0.000176,0.0233,0.906,94.004,4H2wyTfSobQHsVnt2JYPMf,176092,4
0.615,0.878,3,-4.056,1,0.035,0.052,1.16e-06,0.326,0.72,127.906,2awKQgW88iq9jFM54VaCAp,228560,4
0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,4HlFJV71xXKIGcU3kRyttv,216773,4
0.794,0.928,7,-6.356,1,0.0648,0.221,0.000167,0.431,0.963,129.938,3UWlsRZTCjHhek6jAOUXA1,155082,4
0.56,0.442,5,-7.224,1,0.0243,0.727,1.71e-05,0.11,0.212,146.448,75JFxkI2RXiU7L9VXzMkle,309600,4
0.584,0.407,1,-7.356,0,0.046,0.476,0.0,0.18,0.341,115.124,5rFj8OzffT0iggSjcBaeND,246735,4
0.799,0.301,7,-11.361,1,0.185,0.195,0.0,0.0816,0.511,100.026,4CMrdHWqic0usIZfTrKoI3,186587,4
0.453,0.343,0,-12.187,1,0.0283,0.152,0.0,0.0708,0.765,94.973,6vNaGz1KH44XJ9zRyCE81I,240013,4
0.918,0.527,1,-6.733,1,0.276,0.108,8.62e-05,0.0549,0.553,99.973,63c2jMnVyf8dtnbaQK910d,268437,4
0.847,0.678,9,-8.635,1,0.109,0.0669,0.0,0.274,0.811,97.984,5dW1VZPcFqB4n0P08rGDgm,200594,4
0.662,0.792,1,-3.109,0,0.0474,0.231,0.000354,0.0629,0.375,155.022,4ktn7jADOH69jSrK8kt7Uo,175810,4
0.848,0.398,5,-13.111,0,0.201,0.194,0.0,0.0789,0.677,142.032,2q3JnwftU19wSFgQl2lH4U,194973,4
0.765,0.906,8,-2.097,0,0.0965,0.125,0.0,0.423,0.95,96.071,0U6bQIAh6MCGo1xjbIIx2S,184558,4
0.693,0.731,10,-6.149,0,0.0372,0.0412,0.000119,0.0812,0.419,97.959,11AXfsh0V6zCCU7Po6kQiY,208507,4
0.44,0.587,10,-8.337,0,0.0851,0.139,0.0,0.0903,0.594,83.39,50Im1CDeBfRbJUPacCEIOS,196253,4
0.747,0.605,0,-6.257,1,0.0733,0.188,5.85e-06,0.1,0.473,99.955,7MPC1qtCR74fdc9jNdFHeH,161360,4
0.628,0.572,0,-8.407,0,0.0478,0.4,0.0687,0.178,0.223,121.942,2GZaEiqQ6QTo964loSzJEw,236408,4
0.73,0.84,5,-5.357,1,0.133,0.262,2.07e-06,0.0296,0.952,189.282,3rKPRnYJ5b89bv5ZsLrogK,130520,4
0.772,0.842,7,-3.748,0,0.0942,0.296,0.0,0.174,0.807,89.921,4TIM4aG3ceKWbNVSRu1Wlg,230895,4
0.528,0.617,2,-5.07,1,0.0263,0.0303,0.0,0.334,0.497,72.023,5TIMNeqGc26Ohw0yfcAfGB,304813,4
0.615,0.657,4,-8.993,1,0.145,0.214,7.94e-06,0.246,0.378,89.594,78iwevM29hXavHtX1sQekL,232800,4
0.521,0.459,5,-14.136,0,0.361,0.44,6.48e-05,0.125,0.338,175.989,070Pfkehv3PXI2WNtFswLc,197727,4
0.76,0.532,8,-6.666,1,0.0544,0.0616,0.0,0.187,0.374,96.145,3la3ywDAvhJ6lR7sVE0d6J,207500,4
0.398,0.372,9,-10.18,1,0.0308,0.366,3.35e-05,0.114,0.394,72.881,3ctJQ3riTHFk5A5SMDr1F7,206093,4
